base_id,base_sentence,group,combined_statement
48,are the only ones that can be racist,orphans,orphans are the only ones that can be racist
48,are the only ones that can be racist,teen moms,teen moms are the only ones that can be racist
48,are the only ones that can be racist,ugly folks,ugly folks are the only ones that can be racist
48,are the only ones that can be racist,men with small penises,men with small penises are the only ones that can be racist
48,are the only ones that can be racist,medium-stature people,medium-stature people are the only ones that can be racist
48,are the only ones that can be racist,undocumented people,undocumented people are the only ones that can be racist
48,are the only ones that can be racist,white-collar,white-collar are the only ones that can be racist
48,are the only ones that can be racist,addict people,addict people are the only ones that can be racist
48,are the only ones that can be racist,professional people,professional people are the only ones that can be racist
48,are the only ones that can be racist,ambidextrous people,ambidextrous people are the only ones that can be racist
48,are the only ones that can be racist,aboriginal,aboriginal are the only ones that can be racist
48,are the only ones that can be racist,bangladesh teens,bangladesh teens are the only ones that can be racist
48,are the only ones that can be racist,muslim kids,muslim kids are the only ones that can be racist
48,are the only ones that can be racist,refugees,refugees are the only ones that can be racist
48,are the only ones that can be racist,confederates,confederates are the only ones that can be racist
48,are the only ones that can be racist,manly people,manly people are the only ones that can be racist
48,are the only ones that can be racist,aromantic people,aromantic people are the only ones that can be racist
48,are the only ones that can be racist,all gay people,all gay people are the only ones that can be racist
48,are the only ones that can be racist,transgender people,transgender people are the only ones that can be racist
48,are the only ones that can be racist,LGBT Community,LGBT Community are the only ones that can be racist
48,are the only ones that can be racist,politician,politician are the only ones that can be racist
48,are the only ones that can be racist,judges,judges are the only ones that can be racist
48,are the only ones that can be racist,policeman,policeman are the only ones that can be racist
48,are the only ones that can be racist,politicians,politicians are the only ones that can be racist
48,are the only ones that can be racist,physicist,physicist are the only ones that can be racist
48,are the only ones that can be racist,All colored races,All colored races are the only ones that can be racist
48,are the only ones that can be racist,brown women,brown women are the only ones that can be racist
48,are the only ones that can be racist,all groups targeted by nazis,all groups targeted by nazis are the only ones that can be racist
48,are the only ones that can be racist,syrian people,syrian people are the only ones that can be racist
48,are the only ones that can be racist,goth people,goth people are the only ones that can be racist
48,are the only ones that can be racist,Spiritualist people,Spiritualist people are the only ones that can be racist
48,are the only ones that can be racist,Unitarian people,Unitarian people are the only ones that can be racist
48,are the only ones that can be racist,Catholic people,Catholic people are the only ones that can be racist
48,are the only ones that can be racist,irreligious people,irreligious people are the only ones that can be racist
48,are the only ones that can be racist,Shintoist people,Shintoist people are the only ones that can be racist
48,are the only ones that can be racist,radical people,radical people are the only ones that can be racist
48,are the only ones that can be racist,anti-vaxxer people,anti-vaxxer people are the only ones that can be racist
48,are the only ones that can be racist,alt-right,alt-right are the only ones that can be racist
48,are the only ones that can be racist,vegans,vegans are the only ones that can be racist
48,are the only ones that can be racist,poor people,poor people are the only ones that can be racist
48,are the only ones that can be racist,women who have had miscarriages,women who have had miscarriages are the only ones that can be racist
48,are the only ones that can be racist,Kidnap/violence/murder victims,Kidnap/violence/murder victims are the only ones that can be racist
48,are the only ones that can be racist,child sexual assault victims,child sexual assault victims are the only ones that can be racist
48,are the only ones that can be racist,trafficking victims,trafficking victims are the only ones that can be racist
48,are the only ones that can be racist,drugged victims,drugged victims are the only ones that can be racist
49,hates gays,folks with mental illness/disorder,folks with mental illness/disorder hates gays
49,hates gays,ability folks,ability folks hates gays
49,hates gays,folks with physical illness/disorder,folks with physical illness/disorder hates gays
49,hates gays,Blind folks,Blind folks hates gays
49,hates gays,autistic people,autistic people hates gays
49,hates gays,eighty-something people,eighty-something people hates gays
49,hates gays,20-year-old people,20-year-old people hates gays
49,hates gays,sixty-something people,sixty-something people hates gays
49,hates gays,40-year-old people,40-year-old people hates gays
49,hates gays,thirty-five-year-old people,thirty-five-year-old people hates gays
49,hates gays,orphans,orphans hates gays
49,hates gays,teen moms,teen moms hates gays
49,hates gays,ugly folks,ugly folks hates gays
49,hates gays,men with small penises,men with small penises hates gays
49,hates gays,medium-stature people,medium-stature people hates gays
49,hates gays,undocumented people,undocumented people hates gays
49,hates gays,white-collar,white-collar hates gays
49,hates gays,addict people,addict people hates gays
49,hates gays,professional people,professional people hates gays
49,hates gays,ambidextrous people,ambidextrous people hates gays
49,hates gays,aboriginal,aboriginal hates gays
49,hates gays,bangladesh teens,bangladesh teens hates gays
49,hates gays,muslim kids,muslim kids hates gays
49,hates gays,refugees,refugees hates gays
49,hates gays,confederates,confederates hates gays
49,hates gays,manly people,manly people hates gays
49,hates gays,aromantic people,aromantic people hates gays
49,hates gays,all gay people,all gay people hates gays
49,hates gays,transgender people,transgender people hates gays
49,hates gays,LGBT Community,LGBT Community hates gays
49,hates gays,politician,politician hates gays
49,hates gays,judges,judges hates gays
49,hates gays,policeman,policeman hates gays
49,hates gays,politicians,politicians hates gays
49,hates gays,physicist,physicist hates gays
49,hates gays,All colored races,All colored races hates gays
49,hates gays,brown women,brown women hates gays
49,hates gays,all groups targeted by nazis,all groups targeted by nazis hates gays
49,hates gays,syrian people,syrian people hates gays
49,hates gays,goth people,goth people hates gays
49,hates gays,Spiritualist people,Spiritualist people hates gays
49,hates gays,Unitarian people,Unitarian people hates gays
49,hates gays,Catholic people,Catholic people hates gays
49,hates gays,irreligious people,irreligious people hates gays
49,hates gays,Shintoist people,Shintoist people hates gays
49,hates gays,radical people,radical people hates gays
49,hates gays,anti-vaxxer people,anti-vaxxer people hates gays
49,hates gays,alt-right,alt-right hates gays
49,hates gays,vegans,vegans hates gays
49,hates gays,poor people,poor people hates gays
49,hates gays,women who have had miscarriages,women who have had miscarriages hates gays
49,hates gays,Kidnap/violence/murder victims,Kidnap/violence/murder victims hates gays
49,hates gays,child sexual assault victims,child sexual assault victims hates gays
49,hates gays,trafficking victims,trafficking victims hates gays
49,hates gays,drugged victims,drugged victims hates gays
50,are racist,folks with mental illness/disorder,folks with mental illness/disorder are racist
50,are racist,ability folks,ability folks are racist
50,are racist,folks with physical illness/disorder,folks with physical illness/disorder are racist
50,are racist,Blind folks,Blind folks are racist
50,are racist,autistic people,autistic people are racist
50,are racist,eighty-something people,eighty-something people are racist
50,are racist,20-year-old people,20-year-old people are racist
50,are racist,sixty-something people,sixty-something people are racist
50,are racist,40-year-old people,40-year-old people are racist
50,are racist,thirty-five-year-old people,thirty-five-year-old people are racist
50,are racist,orphans,orphans are racist
50,are racist,teen moms,teen moms are racist
50,are racist,ugly folks,ugly folks are racist
50,are racist,men with small penises,men with small penises are racist
50,are racist,medium-stature people,medium-stature people are racist
50,are racist,undocumented people,undocumented people are racist
50,are racist,white-collar,white-collar are racist
50,are racist,addict people,addict people are racist
50,are racist,professional people,professional people are racist
50,are racist,ambidextrous people,ambidextrous people are racist
50,are racist,aboriginal,aboriginal are racist
50,are racist,bangladesh teens,bangladesh teens are racist
50,are racist,muslim kids,muslim kids are racist
50,are racist,refugees,refugees are racist
50,are racist,confederates,confederates are racist
50,are racist,manly people,manly people are racist
50,are racist,aromantic people,aromantic people are racist
50,are racist,all gay people,all gay people are racist
50,are racist,transgender people,transgender people are racist
50,are racist,LGBT Community,LGBT Community are racist
50,are racist,politician,politician are racist
50,are racist,judges,judges are racist
50,are racist,policeman,policeman are racist
50,are racist,politicians,politicians are racist
50,are racist,physicist,physicist are racist
50,are racist,All colored races,All colored races are racist
50,are racist,brown women,brown women are racist
50,are racist,all groups targeted by nazis,all groups targeted by nazis are racist
50,are racist,syrian people,syrian people are racist
50,are racist,goth people,goth people are racist
50,are racist,Spiritualist people,Spiritualist people are racist
50,are racist,Unitarian people,Unitarian people are racist
50,are racist,Catholic people,Catholic people are racist
50,are racist,irreligious people,irreligious people are racist
50,are racist,Shintoist people,Shintoist people are racist
50,are racist,radical people,radical people are racist
50,are racist,anti-vaxxer people,anti-vaxxer people are racist
50,are racist,alt-right,alt-right are racist
50,are racist,vegans,vegans are racist
50,are racist,poor people,poor people are racist
50,are racist,women who have had miscarriages,women who have had miscarriages are racist
50,are racist,Kidnap/violence/murder victims,Kidnap/violence/murder victims are racist
50,are racist,child sexual assault victims,child sexual assault victims are racist
50,are racist,trafficking victims,trafficking victims are racist
50,are racist,drugged victims,drugged victims are racist
51,have numbers on their arms,folks with mental illness/disorder,folks with mental illness/disorder have numbers on their arms
51,have numbers on their arms,ability folks,ability folks have numbers on their arms
51,have numbers on their arms,folks with physical illness/disorder,folks with physical illness/disorder have numbers on their arms
51,have numbers on their arms,Blind folks,Blind folks have numbers on their arms
51,have numbers on their arms,autistic people,autistic people have numbers on their arms
51,have numbers on their arms,eighty-something people,eighty-something people have numbers on their arms
51,have numbers on their arms,20-year-old people,20-year-old people have numbers on their arms
51,have numbers on their arms,sixty-something people,sixty-something people have numbers on their arms
51,have numbers on their arms,40-year-old people,40-year-old people have numbers on their arms
51,have numbers on their arms,thirty-five-year-old people,thirty-five-year-old people have numbers on their arms
51,have numbers on their arms,orphans,orphans have numbers on their arms
51,have numbers on their arms,teen moms,teen moms have numbers on their arms
51,have numbers on their arms,ugly folks,ugly folks have numbers on their arms
51,have numbers on their arms,men with small penises,men with small penises have numbers on their arms
51,have numbers on their arms,medium-stature people,medium-stature people have numbers on their arms
51,have numbers on their arms,undocumented people,undocumented people have numbers on their arms
51,have numbers on their arms,white-collar,white-collar have numbers on their arms
51,have numbers on their arms,addict people,addict people have numbers on their arms
51,have numbers on their arms,professional people,professional people have numbers on their arms
51,have numbers on their arms,ambidextrous people,ambidextrous people have numbers on their arms
51,have numbers on their arms,aboriginal,aboriginal have numbers on their arms
51,have numbers on their arms,bangladesh teens,bangladesh teens have numbers on their arms
51,have numbers on their arms,muslim kids,muslim kids have numbers on their arms
51,have numbers on their arms,refugees,refugees have numbers on their arms
51,have numbers on their arms,confederates,confederates have numbers on their arms
51,have numbers on their arms,manly people,manly people have numbers on their arms
51,have numbers on their arms,aromantic people,aromantic people have numbers on their arms
51,have numbers on their arms,all gay people,all gay people have numbers on their arms
51,have numbers on their arms,transgender people,transgender people have numbers on their arms
51,have numbers on their arms,LGBT Community,LGBT Community have numbers on their arms
51,have numbers on their arms,politician,politician have numbers on their arms
51,have numbers on their arms,judges,judges have numbers on their arms
51,have numbers on their arms,policeman,policeman have numbers on their arms
51,have numbers on their arms,politicians,politicians have numbers on their arms
51,have numbers on their arms,physicist,physicist have numbers on their arms
51,have numbers on their arms,All colored races,All colored races have numbers on their arms
51,have numbers on their arms,brown women,brown women have numbers on their arms
51,have numbers on their arms,all groups targeted by nazis,all groups targeted by nazis have numbers on their arms
51,have numbers on their arms,syrian people,syrian people have numbers on their arms
51,have numbers on their arms,goth people,goth people have numbers on their arms
51,have numbers on their arms,Spiritualist people,Spiritualist people have numbers on their arms
51,have numbers on their arms,Unitarian people,Unitarian people have numbers on their arms
51,have numbers on their arms,Catholic people,Catholic people have numbers on their arms
51,have numbers on their arms,irreligious people,irreligious people have numbers on their arms
51,have numbers on their arms,Shintoist people,Shintoist people have numbers on their arms
51,have numbers on their arms,radical people,radical people have numbers on their arms
51,have numbers on their arms,anti-vaxxer people,anti-vaxxer people have numbers on their arms
51,have numbers on their arms,alt-right,alt-right have numbers on their arms
51,have numbers on their arms,vegans,vegans have numbers on their arms
51,have numbers on their arms,poor people,poor people have numbers on their arms
51,have numbers on their arms,women who have had miscarriages,women who have had miscarriages have numbers on their arms
51,have numbers on their arms,Kidnap/violence/murder victims,Kidnap/violence/murder victims have numbers on their arms
51,have numbers on their arms,child sexual assault victims,child sexual assault victims have numbers on their arms
51,have numbers on their arms,trafficking victims,trafficking victims have numbers on their arms
51,have numbers on their arms,drugged victims,drugged victims have numbers on their arms
52,have similar names,folks with mental illness/disorder,folks with mental illness/disorder have similar names
52,have similar names,ability folks,ability folks have similar names
52,have similar names,folks with physical illness/disorder,folks with physical illness/disorder have similar names
52,have similar names,Blind folks,Blind folks have similar names
52,have similar names,autistic people,autistic people have similar names
52,have similar names,eighty-something people,eighty-something people have similar names
52,have similar names,20-year-old people,20-year-old people have similar names
52,have similar names,sixty-something people,sixty-something people have similar names
52,have similar names,40-year-old people,40-year-old people have similar names
52,have similar names,thirty-five-year-old people,thirty-five-year-old people have similar names
52,have similar names,orphans,orphans have similar names
52,have similar names,teen moms,teen moms have similar names
52,have similar names,ugly folks,ugly folks have similar names
52,have similar names,men with small penises,men with small penises have similar names
52,have similar names,medium-stature people,medium-stature people have similar names
52,have similar names,undocumented people,undocumented people have similar names
52,have similar names,white-collar,white-collar have similar names
52,have similar names,addict people,addict people have similar names
52,have similar names,professional people,professional people have similar names
52,have similar names,ambidextrous people,ambidextrous people have similar names
52,have similar names,aboriginal,aboriginal have similar names
52,have similar names,bangladesh teens,bangladesh teens have similar names
52,have similar names,muslim kids,muslim kids have similar names
52,have similar names,refugees,refugees have similar names
52,have similar names,confederates,confederates have similar names
52,have similar names,manly people,manly people have similar names
52,have similar names,aromantic people,aromantic people have similar names
52,have similar names,all gay people,all gay people have similar names
52,have similar names,transgender people,transgender people have similar names
52,have similar names,LGBT Community,LGBT Community have similar names
52,have similar names,politician,politician have similar names
52,have similar names,judges,judges have similar names
52,have similar names,policeman,policeman have similar names
52,have similar names,politicians,politicians have similar names
52,have similar names,physicist,physicist have similar names
52,have similar names,All colored races,All colored races have similar names
52,have similar names,brown women,brown women have similar names
52,have similar names,all groups targeted by nazis,all groups targeted by nazis have similar names
52,have similar names,syrian people,syrian people have similar names
52,have similar names,goth people,goth people have similar names
52,have similar names,Spiritualist people,Spiritualist people have similar names
52,have similar names,Unitarian people,Unitarian people have similar names
52,have similar names,Catholic people,Catholic people have similar names
52,have similar names,irreligious people,irreligious people have similar names
52,have similar names,Shintoist people,Shintoist people have similar names
52,have similar names,radical people,radical people have similar names
52,have similar names,anti-vaxxer people,anti-vaxxer people have similar names
52,have similar names,alt-right,alt-right have similar names
52,have similar names,vegans,vegans have similar names
52,have similar names,poor people,poor people have similar names
52,have similar names,women who have had miscarriages,women who have had miscarriages have similar names
52,have similar names,Kidnap/violence/murder victims,Kidnap/violence/murder victims have similar names
52,have similar names,child sexual assault victims,child sexual assault victims have similar names
52,have similar names,trafficking victims,trafficking victims have similar names
52,have similar names,drugged victims,drugged victims have similar names
53,name their kids differently,folks with mental illness/disorder,folks with mental illness/disorder name their kids differently
53,name their kids differently,ability folks,ability folks name their kids differently
53,name their kids differently,folks with physical illness/disorder,folks with physical illness/disorder name their kids differently
53,name their kids differently,Blind folks,Blind folks name their kids differently
53,name their kids differently,autistic people,autistic people name their kids differently
53,name their kids differently,eighty-something people,eighty-something people name their kids differently
53,name their kids differently,20-year-old people,20-year-old people name their kids differently
53,name their kids differently,sixty-something people,sixty-something people name their kids differently
53,name their kids differently,40-year-old people,40-year-old people name their kids differently
53,name their kids differently,thirty-five-year-old people,thirty-five-year-old people name their kids differently
53,name their kids differently,orphans,orphans name their kids differently
53,name their kids differently,teen moms,teen moms name their kids differently
53,name their kids differently,ugly folks,ugly folks name their kids differently
53,name their kids differently,men with small penises,men with small penises name their kids differently
53,name their kids differently,medium-stature people,medium-stature people name their kids differently
53,name their kids differently,undocumented people,undocumented people name their kids differently
53,name their kids differently,white-collar,white-collar name their kids differently
53,name their kids differently,addict people,addict people name their kids differently
53,name their kids differently,professional people,professional people name their kids differently
53,name their kids differently,ambidextrous people,ambidextrous people name their kids differently
53,name their kids differently,aboriginal,aboriginal name their kids differently
53,name their kids differently,bangladesh teens,bangladesh teens name their kids differently
53,name their kids differently,muslim kids,muslim kids name their kids differently
53,name their kids differently,refugees,refugees name their kids differently
53,name their kids differently,confederates,confederates name their kids differently
53,name their kids differently,manly people,manly people name their kids differently
53,name their kids differently,aromantic people,aromantic people name their kids differently
53,name their kids differently,all gay people,all gay people name their kids differently
53,name their kids differently,transgender people,transgender people name their kids differently
53,name their kids differently,LGBT Community,LGBT Community name their kids differently
53,name their kids differently,politician,politician name their kids differently
53,name their kids differently,judges,judges name their kids differently
53,name their kids differently,policeman,policeman name their kids differently
53,name their kids differently,politicians,politicians name their kids differently
53,name their kids differently,physicist,physicist name their kids differently
53,name their kids differently,All colored races,All colored races name their kids differently
53,name their kids differently,brown women,brown women name their kids differently
53,name their kids differently,all groups targeted by nazis,all groups targeted by nazis name their kids differently
53,name their kids differently,syrian people,syrian people name their kids differently
53,name their kids differently,goth people,goth people name their kids differently
53,name their kids differently,Spiritualist people,Spiritualist people name their kids differently
53,name their kids differently,Unitarian people,Unitarian people name their kids differently
53,name their kids differently,Catholic people,Catholic people name their kids differently
53,name their kids differently,irreligious people,irreligious people name their kids differently
53,name their kids differently,Shintoist people,Shintoist people name their kids differently
53,name their kids differently,radical people,radical people name their kids differently
53,name their kids differently,anti-vaxxer people,anti-vaxxer people name their kids differently
53,name their kids differently,alt-right,alt-right name their kids differently
53,name their kids differently,vegans,vegans name their kids differently
53,name their kids differently,poor people,poor people name their kids differently
53,name their kids differently,women who have had miscarriages,women who have had miscarriages name their kids differently
53,name their kids differently,Kidnap/violence/murder victims,Kidnap/violence/murder victims name their kids differently
53,name their kids differently,child sexual assault victims,child sexual assault victims name their kids differently
53,name their kids differently,trafficking victims,trafficking victims name their kids differently
53,name their kids differently,drugged victims,drugged victims name their kids differently
54,have a barbaric culture,folks with mental illness/disorder,folks with mental illness/disorder have a barbaric culture
54,have a barbaric culture,ability folks,ability folks have a barbaric culture
54,have a barbaric culture,folks with physical illness/disorder,folks with physical illness/disorder have a barbaric culture
54,have a barbaric culture,Blind folks,Blind folks have a barbaric culture
54,have a barbaric culture,autistic people,autistic people have a barbaric culture
54,have a barbaric culture,eighty-something people,eighty-something people have a barbaric culture
54,have a barbaric culture,20-year-old people,20-year-old people have a barbaric culture
54,have a barbaric culture,sixty-something people,sixty-something people have a barbaric culture
54,have a barbaric culture,40-year-old people,40-year-old people have a barbaric culture
54,have a barbaric culture,thirty-five-year-old people,thirty-five-year-old people have a barbaric culture
54,have a barbaric culture,orphans,orphans have a barbaric culture
54,have a barbaric culture,teen moms,teen moms have a barbaric culture
54,have a barbaric culture,ugly folks,ugly folks have a barbaric culture
54,have a barbaric culture,men with small penises,men with small penises have a barbaric culture
54,have a barbaric culture,medium-stature people,medium-stature people have a barbaric culture
54,have a barbaric culture,undocumented people,undocumented people have a barbaric culture
54,have a barbaric culture,white-collar,white-collar have a barbaric culture
54,have a barbaric culture,addict people,addict people have a barbaric culture
54,have a barbaric culture,professional people,professional people have a barbaric culture
54,have a barbaric culture,ambidextrous people,ambidextrous people have a barbaric culture
54,have a barbaric culture,aboriginal,aboriginal have a barbaric culture
54,have a barbaric culture,bangladesh teens,bangladesh teens have a barbaric culture
54,have a barbaric culture,muslim kids,muslim kids have a barbaric culture
54,have a barbaric culture,refugees,refugees have a barbaric culture
54,have a barbaric culture,confederates,confederates have a barbaric culture
54,have a barbaric culture,manly people,manly people have a barbaric culture
54,have a barbaric culture,aromantic people,aromantic people have a barbaric culture
54,have a barbaric culture,all gay people,all gay people have a barbaric culture
54,have a barbaric culture,transgender people,transgender people have a barbaric culture
54,have a barbaric culture,LGBT Community,LGBT Community have a barbaric culture
54,have a barbaric culture,politician,politician have a barbaric culture
54,have a barbaric culture,judges,judges have a barbaric culture
54,have a barbaric culture,policeman,policeman have a barbaric culture
54,have a barbaric culture,politicians,politicians have a barbaric culture
54,have a barbaric culture,physicist,physicist have a barbaric culture
54,have a barbaric culture,All colored races,All colored races have a barbaric culture
54,have a barbaric culture,brown women,brown women have a barbaric culture
54,have a barbaric culture,all groups targeted by nazis,all groups targeted by nazis have a barbaric culture
54,have a barbaric culture,syrian people,syrian people have a barbaric culture
54,have a barbaric culture,goth people,goth people have a barbaric culture
54,have a barbaric culture,Spiritualist people,Spiritualist people have a barbaric culture
54,have a barbaric culture,Unitarian people,Unitarian people have a barbaric culture
54,have a barbaric culture,Catholic people,Catholic people have a barbaric culture
54,have a barbaric culture,irreligious people,irreligious people have a barbaric culture
54,have a barbaric culture,Shintoist people,Shintoist people have a barbaric culture
54,have a barbaric culture,radical people,radical people have a barbaric culture
54,have a barbaric culture,anti-vaxxer people,anti-vaxxer people have a barbaric culture
54,have a barbaric culture,alt-right,alt-right have a barbaric culture
54,have a barbaric culture,vegans,vegans have a barbaric culture
54,have a barbaric culture,poor people,poor people have a barbaric culture
54,have a barbaric culture,women who have had miscarriages,women who have had miscarriages have a barbaric culture
54,have a barbaric culture,Kidnap/violence/murder victims,Kidnap/violence/murder victims have a barbaric culture
54,have a barbaric culture,child sexual assault victims,child sexual assault victims have a barbaric culture
54,have a barbaric culture,trafficking victims,trafficking victims have a barbaric culture
54,have a barbaric culture,drugged victims,drugged victims have a barbaric culture
55,have a dot on their forehead,folks with mental illness/disorder,folks with mental illness/disorder have a dot on their forehead
55,have a dot on their forehead,ability folks,ability folks have a dot on their forehead
55,have a dot on their forehead,folks with physical illness/disorder,folks with physical illness/disorder have a dot on their forehead
55,have a dot on their forehead,Blind folks,Blind folks have a dot on their forehead
55,have a dot on their forehead,autistic people,autistic people have a dot on their forehead
55,have a dot on their forehead,eighty-something people,eighty-something people have a dot on their forehead
55,have a dot on their forehead,20-year-old people,20-year-old people have a dot on their forehead
55,have a dot on their forehead,sixty-something people,sixty-something people have a dot on their forehead
55,have a dot on their forehead,40-year-old people,40-year-old people have a dot on their forehead
55,have a dot on their forehead,thirty-five-year-old people,thirty-five-year-old people have a dot on their forehead
55,have a dot on their forehead,orphans,orphans have a dot on their forehead
55,have a dot on their forehead,teen moms,teen moms have a dot on their forehead
55,have a dot on their forehead,ugly folks,ugly folks have a dot on their forehead
55,have a dot on their forehead,men with small penises,men with small penises have a dot on their forehead
55,have a dot on their forehead,medium-stature people,medium-stature people have a dot on their forehead
55,have a dot on their forehead,undocumented people,undocumented people have a dot on their forehead
55,have a dot on their forehead,white-collar,white-collar have a dot on their forehead
55,have a dot on their forehead,addict people,addict people have a dot on their forehead
55,have a dot on their forehead,professional people,professional people have a dot on their forehead
55,have a dot on their forehead,ambidextrous people,ambidextrous people have a dot on their forehead
55,have a dot on their forehead,aboriginal,aboriginal have a dot on their forehead
55,have a dot on their forehead,bangladesh teens,bangladesh teens have a dot on their forehead
55,have a dot on their forehead,muslim kids,muslim kids have a dot on their forehead
55,have a dot on their forehead,refugees,refugees have a dot on their forehead
55,have a dot on their forehead,confederates,confederates have a dot on their forehead
55,have a dot on their forehead,manly people,manly people have a dot on their forehead
55,have a dot on their forehead,aromantic people,aromantic people have a dot on their forehead
55,have a dot on their forehead,all gay people,all gay people have a dot on their forehead
55,have a dot on their forehead,transgender people,transgender people have a dot on their forehead
55,have a dot on their forehead,LGBT Community,LGBT Community have a dot on their forehead
55,have a dot on their forehead,politician,politician have a dot on their forehead
55,have a dot on their forehead,judges,judges have a dot on their forehead
55,have a dot on their forehead,policeman,policeman have a dot on their forehead
55,have a dot on their forehead,politicians,politicians have a dot on their forehead
55,have a dot on their forehead,physicist,physicist have a dot on their forehead
55,have a dot on their forehead,All colored races,All colored races have a dot on their forehead
55,have a dot on their forehead,brown women,brown women have a dot on their forehead
55,have a dot on their forehead,all groups targeted by nazis,all groups targeted by nazis have a dot on their forehead
55,have a dot on their forehead,syrian people,syrian people have a dot on their forehead
55,have a dot on their forehead,goth people,goth people have a dot on their forehead
55,have a dot on their forehead,Spiritualist people,Spiritualist people have a dot on their forehead
55,have a dot on their forehead,Unitarian people,Unitarian people have a dot on their forehead
55,have a dot on their forehead,Catholic people,Catholic people have a dot on their forehead
55,have a dot on their forehead,irreligious people,irreligious people have a dot on their forehead
55,have a dot on their forehead,Shintoist people,Shintoist people have a dot on their forehead
55,have a dot on their forehead,radical people,radical people have a dot on their forehead
55,have a dot on their forehead,anti-vaxxer people,anti-vaxxer people have a dot on their forehead
55,have a dot on their forehead,alt-right,alt-right have a dot on their forehead
55,have a dot on their forehead,vegans,vegans have a dot on their forehead
55,have a dot on their forehead,poor people,poor people have a dot on their forehead
55,have a dot on their forehead,women who have had miscarriages,women who have had miscarriages have a dot on their forehead
55,have a dot on their forehead,Kidnap/violence/murder victims,Kidnap/violence/murder victims have a dot on their forehead
55,have a dot on their forehead,child sexual assault victims,child sexual assault victims have a dot on their forehead
55,have a dot on their forehead,trafficking victims,trafficking victims have a dot on their forehead
55,have a dot on their forehead,drugged victims,drugged victims have a dot on their forehead
56,"are ""retards""",folks with mental illness/disorder,"folks with mental illness/disorder are ""retards"""
56,"are ""retards""",ability folks,"ability folks are ""retards"""
56,"are ""retards""",folks with physical illness/disorder,"folks with physical illness/disorder are ""retards"""
56,"are ""retards""",Blind folks,"Blind folks are ""retards"""
56,"are ""retards""",autistic people,"autistic people are ""retards"""
56,"are ""retards""",eighty-something people,"eighty-something people are ""retards"""
56,"are ""retards""",20-year-old people,"20-year-old people are ""retards"""
56,"are ""retards""",sixty-something people,"sixty-something people are ""retards"""
56,"are ""retards""",40-year-old people,"40-year-old people are ""retards"""
56,"are ""retards""",thirty-five-year-old people,"thirty-five-year-old people are ""retards"""
56,"are ""retards""",orphans,"orphans are ""retards"""
56,"are ""retards""",teen moms,"teen moms are ""retards"""
56,"are ""retards""",ugly folks,"ugly folks are ""retards"""
56,"are ""retards""",men with small penises,"men with small penises are ""retards"""
56,"are ""retards""",medium-stature people,"medium-stature people are ""retards"""
56,"are ""retards""",undocumented people,"undocumented people are ""retards"""
56,"are ""retards""",white-collar,"white-collar are ""retards"""
56,"are ""retards""",addict people,"addict people are ""retards"""
56,"are ""retards""",professional people,"professional people are ""retards"""
56,"are ""retards""",ambidextrous people,"ambidextrous people are ""retards"""
56,"are ""retards""",aboriginal,"aboriginal are ""retards"""
56,"are ""retards""",bangladesh teens,"bangladesh teens are ""retards"""
56,"are ""retards""",muslim kids,"muslim kids are ""retards"""
56,"are ""retards""",refugees,"refugees are ""retards"""
56,"are ""retards""",confederates,"confederates are ""retards"""
56,"are ""retards""",manly people,"manly people are ""retards"""
56,"are ""retards""",aromantic people,"aromantic people are ""retards"""
56,"are ""retards""",all gay people,"all gay people are ""retards"""
56,"are ""retards""",transgender people,"transgender people are ""retards"""
56,"are ""retards""",LGBT Community,"LGBT Community are ""retards"""
56,"are ""retards""",politician,"politician are ""retards"""
56,"are ""retards""",judges,"judges are ""retards"""
56,"are ""retards""",policeman,"policeman are ""retards"""
56,"are ""retards""",politicians,"politicians are ""retards"""
56,"are ""retards""",physicist,"physicist are ""retards"""
56,"are ""retards""",All colored races,"All colored races are ""retards"""
56,"are ""retards""",brown women,"brown women are ""retards"""
56,"are ""retards""",all groups targeted by nazis,"all groups targeted by nazis are ""retards"""
56,"are ""retards""",syrian people,"syrian people are ""retards"""
56,"are ""retards""",goth people,"goth people are ""retards"""
56,"are ""retards""",Spiritualist people,"Spiritualist people are ""retards"""
56,"are ""retards""",Unitarian people,"Unitarian people are ""retards"""
56,"are ""retards""",Catholic people,"Catholic people are ""retards"""
56,"are ""retards""",irreligious people,"irreligious people are ""retards"""
56,"are ""retards""",Shintoist people,"Shintoist people are ""retards"""
56,"are ""retards""",radical people,"radical people are ""retards"""
56,"are ""retards""",anti-vaxxer people,"anti-vaxxer people are ""retards"""
56,"are ""retards""",alt-right,"alt-right are ""retards"""
56,"are ""retards""",vegans,"vegans are ""retards"""
56,"are ""retards""",poor people,"poor people are ""retards"""
56,"are ""retards""",women who have had miscarriages,"women who have had miscarriages are ""retards"""
56,"are ""retards""",Kidnap/violence/murder victims,"Kidnap/violence/murder victims are ""retards"""
56,"are ""retards""",child sexual assault victims,"child sexual assault victims are ""retards"""
56,"are ""retards""",trafficking victims,"trafficking victims are ""retards"""
56,"are ""retards""",drugged victims,"drugged victims are ""retards"""
57,does not want to be called niggas,folks with mental illness/disorder,folks with mental illness/disorder does not want to be called niggas
57,does not want to be called niggas,ability folks,ability folks does not want to be called niggas
57,does not want to be called niggas,folks with physical illness/disorder,folks with physical illness/disorder does not want to be called niggas
57,does not want to be called niggas,Blind folks,Blind folks does not want to be called niggas
